,NCODER_ID,X,UserName,Condition,CONFIDENCE.Pre,CONFIDENCE.Post,CONFIDENCE.Change,C.Level.Pre,NewC.Change,C.Change,Timestamp,ActivityNumber,GroupName,GameHalf,GameDay,text,Hydraulic_c,Technical.Constraints_c,Performance.Parameters_c,PAM_c,Pneumatic_c,Client.and.Consultant.Requests_c,Electric_c,SE_c,null_c,total_after
1068,1068,1068,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/15/2013 10:16,11,Series Elastic,First,29,"yes, I even tried logging in and out that didnt work either",0,0,0,0,0,0,0,0,1,1
1069,1069,1069,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:27,12,1,Second,31,"Hello Justin and Team, I'm Robert.  I worked with the Pneumatic team before.",0,0,0,0,1,0,0,0,0,1
1070,1070,1070,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:29,12,1,Second,31,"Hi, I am Akash and I worked with the electric actuator before this group.",0,0,0,0,0,0,1,0,0,1
1071,1071,1071,amirah u,FirstGame,4,6,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:31,12,1,Second,31,"Hello, I am Amirah. I previously worked with Series Elastic actuator.",0,0,0,0,0,0,0,1,0,1
1072,1072,1072,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:31,12,1,Second,31,"Hi, I am Peter. I previously worked with the series elastic team",0,0,0,0,0,0,0,1,0,1
1073,1073,1073,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:33,12,1,Second,31,"Hello, I am Jimmy and I worked with the Hydraulic actuator on my previous team",1,0,0,0,0,0,0,0,0,1
1074,1074,1074,amirah u,FirstGame,4,6,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:38,12,1,Second,31,yes i am. and i already posted in the chat that i previously worked with series elastic team.,0,0,0,0,0,0,0,1,0,1
1075,1075,1075,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:39,12,1,Second,31,"I worked with the Pneumatic Actuator.  For a quick review, its strengths lie in that it is energy-efficient and cost-effective because it only uses pressurized air.  However, due to that use of pressurized air, it lacks in its agility and payload capacity.",0,0,1,0,0,0,0,0,0,1
1076,1076,1076,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:40,12,1,Second,31,Ok I had the electric actuator and we kept what we found was as ROM went up the agility and payload went up but the recharge interval went down. All the prototypes we designed were good however I think it need to increase payload and recharge interval and lower cost. I would say the electric actuator is good for agility and safety.,0,0,1,0,0,0,0,0,0,1
1077,1077,1077,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:41,12,1,Second,31,"So Hydraulic actuators use fluid to generate work with a piston. It can generate the highest payload capacity, as the fluid is in-compressible in nature, but that also means that it lacks in agility due to friction in the piston rods.",1,0,0,0,0,0,0,0,0,1
1078,1078,1078,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:43,12,1,Second,31,"I researched the series electric actuator. The series elastic actuator had a larger payload, but as the ROM went up the best advantage to the series elastic actuator was balanced out in a negative fashion by the rapidly decreasing recharge interval. The series elastic actuator also had a higher cost as well.",0,0,0,0,0,0,1,0,0,1
1079,1079,1079,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:45,12,1,Second,31,"I am wondering, did anybody have a prototype that was able to meet the internal consultants recharge interval or is that something we might not be able to accomplish and focus on more important characteristics to the workers such as payload and agility.",0,0,1,0,0,0,0,0,0,1
1080,1080,1080,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:47,12,1,Second,31,"No, my previous group was not able to meet any of the requests from the internal consultants. However, we got close on a few designs to meeting requests",0,0,0,0,0,1,0,0,0,1
1081,1081,1081,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:48,12,1,Second,31,"What were your two best prototypes you each would have chosen? Our two best were both made with Aluminum, NiCd Batteries, Piezoelectric sensors, and Pneumatic actuators.  They differed with ROM 3 and 4.  ROM 3 gave us excellent results in all fields except for payload.  ROM 4 was the same but lacked in Recharge Interval when it made up in Payload.",0,0,1,0,0,0,0,0,0,1
1082,1082,1082,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:49,12,1,Second,31,We were able to accomplish agility and a couple met safety. our cost met the minimum standards and payload did as well but we were not able to meet recharge interval.,0,0,0,0,0,1,0,0,0,1
1083,1083,1083,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:49,12,1,Second,31,I don't believe any of our prototypes will meet all of the requests.  We have to decide if strong suits in all other fields is worth lacking in something like recharge interval.,0,0,1,0,0,0,0,0,0,1
1084,1084,1084,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:50,12,1,Second,31,well it sounds like Robert's was pretty good if we can get a way in increase payload.,0,0,1,0,0,0,0,0,0,1
1085,1085,1085,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:50,12,1,Second,31,@Jimmy: i agree with that,0,0,0,0,0,0,0,0,1,1
1086,1086,1086,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:50,12,1,Second,31,We may have to minimize recharge interval but we shouldn't disregard it completely,0,0,1,0,0,0,0,0,0,1
1087,1087,1087,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:51,12,1,Second,31,My first prototype with ROM 3 managed a 7.38 recharge interval which basically meets the requests.  However payload was lowest with only 480.,0,0,0,0,0,1,0,0,0,1
1088,1088,1088,amirah u,FirstGame,4,6,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:51,12,1,Second,31,"i would say the best prototype i would choose are aluminum, PFC, series elastic, piezoelectric, at rom 3 - this gave us the best results for getting the longest recharge interval, cost effective and also safety.",0,0,0,0,0,0,0,1,0,1
1089,1089,1089,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:52,12,1,Second,31,Well i had a 2 meet the minimum payload with 536 but its recharge was 6.40 and 6.23. we also made a steel one that was extremely strong in payload but it was bad in all the other categories.,0,0,1,0,0,0,0,0,0,1
1090,1090,1090,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:52,12,1,Second,31,My previous team came up with a prototype that had 876 payload with a 6.58 recharge interval while also being relatively inexpensive and safe,0,0,1,0,0,0,0,0,0,1
1091,1091,1091,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:54,12,1,Second,31,"My prototype with ROM 4 had 528 for payload, 254 for agility, 6.85 for recharge, 12740 for cost and 197 for safety.",0,1,0,0,0,0,0,0,0,1
1092,1092,1092,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:55,12,1,Second,31,"My prototype with ROM 4 had 536 payload, 314 agility, 6.40 recharge interval, 14315 cost, and 182 safety",0,1,0,0,0,0,0,0,0,1
1093,1093,1093,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:55,12,1,Second,31,"We should look at what material we want to use and then pick a few different options for the power source, actuator, control, and ROM components",0,1,0,0,0,0,0,0,0,1
1094,1094,1094,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:55,12,1,Second,31,Lets start with material. Is anyone opposed to Aluminum?,0,1,0,0,0,0,0,0,0,1
1095,1095,1095,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:55,12,1,Second,31,"If 6.85 is an acceptable level for the rest of our team, that design worked well and could be compared to the other top models in our new batch.",0,0,0,0,0,0,0,0,1,1
1096,1096,1096,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:56,12,1,Second,31,I think aluminum is fine but i also liked composite,0,1,0,0,0,0,0,0,0,1
1097,1097,1097,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:56,12,1,Second,31,"Aluminum and Composite are good options. Steel can carry a big load, but it is heavy and weighs down on the recharge interval, and it is a costly option.",0,0,1,0,0,0,0,0,0,1
1098,1098,1098,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:56,12,1,Second,31,Yeah exactly. I was just about to say aluminum or composite,0,1,0,0,0,0,0,0,0,1
1099,1099,1099,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,1,Second,31,@Jimmy: I agree with that,0,0,0,0,0,0,0,0,1,1
1100,1100,1100,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,1,Second,31,I thought the NiCd was the best battery,0,1,0,0,0,0,0,0,0,1
1101,1101,1101,amirah u,FirstGame,4,6,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,1,Second,31,yes i agree using both of the materials in the final prototypes,0,1,0,0,0,0,0,0,0,1
1102,1102,1102,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,1,Second,31,We should use both aluminum and composite in our final 5 prototypes,0,1,0,0,0,0,0,0,0,1
1103,1103,1103,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,1,Second,31,I agree,0,0,0,0,0,0,0,0,1,1
1104,1104,1104,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,1,Second,31,Yeah id say NiCd,0,1,0,0,0,0,0,0,0,1
1105,1105,1105,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,1,Second,31,Ok what about battery?,0,1,0,0,0,0,0,0,0,1
1106,1106,1106,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,1,Second,31,I found NiCd best but LiPO was also a good option.,0,1,0,0,0,0,0,0,0,1
1107,1107,1107,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:58,12,1,Second,31,"I agree with the NiCd as the best, but LiPO as another good option",0,1,0,0,0,0,0,0,0,1
1108,1108,1108,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:58,12,1,Second,31,I think we should use NiCd for all of them then.  It will narrow our variables and we all seem to agree on it.,0,1,0,0,0,0,0,0,0,1
1109,1109,1109,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:59,12,1,Second,31,@Robert: I agree,0,0,0,0,0,0,0,0,1,1
1110,1110,1110,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:59,12,1,Second,31,Thats a good idea,0,0,0,0,0,0,0,0,1,1
1111,1111,1111,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:59,12,1,Second,31,"Next, the actuator?",0,0,0,0,0,0,0,0,1,1
1112,1112,1112,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:00,12,1,Second,31,ya lets do sensor first,0,1,0,0,0,0,0,0,0,1
1113,1113,1113,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:00,12,1,Second,31,What about sensor?,0,1,0,0,0,0,0,0,0,1
1114,1114,1114,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:00,12,1,Second,31,Actuators might need to be one of our main variables.  I found piezoelectric sensors to be best.,0,1,0,0,0,0,0,0,0,1
1115,1115,1115,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:01,12,1,Second,31,I thought so too but strain gauge wasn't bad either but i felt piezoelectric was best,0,1,0,0,0,0,0,0,0,1
1116,1116,1116,amirah u,FirstGame,4,6,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:01,12,1,Second,31,i would go for the piezoelectric,0,1,0,0,0,0,0,0,0,1
1117,1117,1117,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:01,12,1,Second,31,"I thought piezoelectric was also  the best, with strain-gauge being a close second",0,1,0,0,0,0,0,0,0,1
1118,1118,1118,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:01,12,1,Second,31,"okay, piezoelectric worked well and so did strain gauge. I think we should test both",0,1,0,0,0,0,0,0,0,1
1119,1119,1119,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:02,12,1,Second,31,That's good ^,0,0,0,0,0,0,0,0,1,1
1120,1120,1120,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:03,12,1,Second,31,because*,0,0,0,0,0,0,0,0,1,1
1121,1121,1121,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:03,12,1,Second,31,I dont know cuz I mean we only get 5 variations and I think we want to try our actuators more i feel,0,0,0,0,0,0,0,0,1,1
1122,1122,1122,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:03,12,1,Second,31,We can only test so many things as we have only 5 more prototypes.  What ROM values did you find to work best?,0,1,0,0,0,0,0,0,0,1
1123,1123,1123,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:03,12,1,Second,31,@Akash: I agree.,0,0,0,0,0,0,0,0,1,1
1124,1124,1124,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:04,12,1,Second,31,I thought ROM 4 was best but I think this depends on the type of actuator we use,0,1,0,0,0,0,0,0,0,1
1125,1125,1125,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:04,12,1,Second,31,"As for ROM, I found either 3 or 4 to be best.",0,1,0,0,0,0,0,0,0,1
1126,1126,1126,amirah u,FirstGame,4,6,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:05,12,1,Second,31,"@Robert, I agree. even though it does depend on the actuators but i think most works best at rom 3 and 4",0,1,0,0,0,0,0,0,0,1
1127,1127,1127,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:06,12,1,Second,31,@Peter S: i agree,0,0,0,0,0,0,0,0,1,1
1128,1128,1128,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:06,12,1,Second,31,Yeah I think ROM just depends on what you are lacking when in testing. For example if we needed more payload we should go with 4 and if we needed more recharge we should go with 3,0,0,1,0,0,0,0,0,0,1
1129,1129,1129,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:07,12,1,Second,31,I agree as well,0,0,0,0,0,0,0,0,1,1
1130,1130,1130,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:07,12,1,Second,31,"So, for the actuators, we could have one prototype with each actuator and then have the two additional prototypes be open for additional actuator prototypes",0,0,0,0,0,0,0,0,1,1
1131,1131,1131,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:09,12,1,Second,31,Is there a way to increase payload without going to steel or going too high on ROM becuase my group already tested the prototype that we are suggesting and to test it twice would be a waste i feel,0,1,0,0,0,0,0,0,0,1
1132,1132,1132,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:09,12,1,Second,31,I think we should have actuator and ROM as our two variables.,0,1,0,0,0,0,0,0,0,1
1133,1133,1133,amirah u,FirstGame,4,6,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:10,12,1,Second,31,i think it is more important to test on various actuators than to try and vary the other aspects?,0,0,0,0,0,0,0,0,1,1
1134,1134,1134,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:10,12,1,Second,31,We need to set 3 variables so we can compare actuators.,0,0,0,0,0,0,0,0,1,1
1135,1135,1135,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:12,12,1,Second,31,I wish we knew about the other 2 actuators,0,0,0,0,0,0,0,0,1,1
1136,1136,1136,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:12,12,1,Second,31,"I think we should use aluminum, NiCd, and piezoelectric for our set variables. Then we can compare some of the actuators.",0,1,0,0,0,0,0,0,0,1
1137,1137,1137,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:13,12,1,Second,31,Guys we need to pick our prototypes.,0,0,0,0,0,0,0,0,1,1
1138,1138,1138,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:14,12,1,Second,31,So what attributes are we thinking of maximizing?,0,0,0,0,0,0,0,0,1,1
1139,1139,1139,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:15,12,1,Second,31,Safety should be a priority as well as the agility of the exoskeleton. Payload should be close with agility so that the user can actually do what he/she needs to.,0,0,1,0,0,0,0,0,0,1
1140,1140,1140,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:16,12,1,Second,31,i think minimizing recharge interval and cost would be ok,0,0,1,0,0,0,0,0,0,1
1141,1141,1141,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:16,12,1,Second,31,I agree. Probably ROM 4 will be our best option for a lot of these prototypes.,0,1,0,0,0,0,0,0,0,1
1142,1142,1142,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:16,12,1,Second,31,We need to pick our batch with the best components we found through our previous testing.,0,0,0,0,0,0,0,0,1,1
1143,1143,1143,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:17,12,1,Second,31,Let's start with prototypes,0,0,0,0,0,0,0,0,1,1
1144,1144,1144,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:17,12,1,Second,31,What should we use for prototype 1?,0,0,0,0,0,0,0,0,1,1
1145,1145,1145,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:17,12,1,Second,31,"We agreed that NiCd battery was the best option, correct?",0,1,0,0,0,0,0,0,0,1
1146,1146,1146,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:17,12,1,Second,31,"Use all NiCd batteries. Control gauges 3 piezo, 2 strain guage",0,1,0,0,0,0,0,0,0,1
1147,1147,1147,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:17,12,1,Second,31,@Peter S: agreed,0,0,0,0,0,0,0,0,1,1
1148,1148,1148,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:18,12,1,Second,31,@Peter S: agree,0,0,0,0,0,0,0,0,1,1
1149,1149,1149,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:18,12,1,Second,31,So the actuator is our only variable?,0,0,0,0,0,0,0,0,1,1
1150,1150,1150,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:18,12,1,Second,31,ROM 4 maybe for most if not all,0,1,0,0,0,0,0,0,0,1
1151,1151,1151,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:18,12,1,Second,31,"I think we should do 5 different actuators using NiCd, aluminum, piezoelectric and ROM 4",0,1,0,0,0,0,0,0,0,1
1152,1152,1152,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:19,12,1,Second,31,@Robert: agree but for electric I think ROM 5 becuase i have already tested this design with ROM 4,0,0,0,0,0,0,1,0,0,1
1153,1153,1153,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:19,12,1,Second,31,I think we still need to test some other variables but id be okay with it if the actuator was the only thing we tested,0,0,0,0,0,0,0,0,1,1
1154,1154,1154,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:19,12,1,Second,31,Thats really what we are comparing most is it not?,0,0,0,0,0,0,0,0,1,1
1155,1155,1155,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:20,12,1,Second,31,We will have to disregard at least 2 actuators,0,0,0,0,0,0,0,0,1,1
1156,1156,1156,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:20,12,1,Second,31,"very well, if we do what I suggested we can test those and ignore any pneumatic actuators because I have the results already.",0,0,0,0,1,0,0,0,0,1
1157,1157,1157,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:21,12,1,Second,31,I have the results for ROM 4 in electric,0,1,0,0,0,0,0,0,0,1
1158,1158,1158,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:21,12,1,Second,31,So we will be disregarding the pneumatic actuator,0,0,0,0,1,0,0,0,0,1
1159,1159,1159,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:22,12,1,Second,31,maybe try a composite with the pneumatic,0,0,0,0,1,0,0,0,0,1
1160,1160,1160,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:22,12,1,Second,31,"I have to go to class.  I already have results for Pneumatic actuators using aluminum NiCd piezo and ROMs 3,4,5.",0,0,0,0,1,0,0,0,0,1
1161,1161,1161,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:22,12,1,Second,31,Sorry I have to leave.  Good luck guys.,0,0,0,0,0,0,0,0,1,1
1162,1162,1162,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:23,12,1,Second,31,@Robert: real quick what do think about testing compostite with it,0,0,0,0,0,0,0,0,1,1
1163,1163,1163,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:23,12,1,Second,31,Go for it if you want to.,0,0,0,0,0,0,0,0,1,1
1164,1164,1164,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:24,12,1,Second,31,Yeah I have to go too. But when testing the series electric definitely use ROM 4,0,1,0,0,0,0,0,0,0,1
1165,1165,1165,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:24,12,1,Second,31,I trust you guys to make a good last batch and you know what prototypes I have tested already.,0,0,0,0,0,0,0,0,1,1
1166,1166,1166,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:25,12,1,Second,31,Ok I will make the batch after my next class I have a general idea of what we want,0,0,0,0,0,0,0,0,1,1
1167,1167,1167,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:25,12,1,Second,31,Sounds good. Thanks Akash,0,0,0,0,0,0,0,0,1,1
1168,1168,1168,devin c,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/17/2013 10:59,12,1,Second,31,"@Akash @Amirah @Jimmy @Peter S @Robert: I am incredibly sorry guys, I've been having trouble with ResNet the past couple days. I do the internship from my dorm room, like others might do. ResNet has been booting me out and not letting me re-register and d",0,0,0,0,0,0,0,0,1,1
1169,1169,1169,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/17/2013 13:19,12,1,Second,31,I created the batch is there anything special i have to do to submit it or is creating the batch like submitting it?,0,0,0,0,0,0,0,0,1,1
1170,1170,1170,devin c,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/17/2013 13:50,12,1,Second,31,I have no idea.,0,0,0,0,0,0,0,0,1,1
1171,1171,1171,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/22/2013 9:58,14,1,Second,36,@Justin Kim: I have done all the worklogs assigned,0,0,0,0,0,0,0,0,1,1
1172,1172,1172,devin c,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/22/2013 9:59,14,1,Second,36,"So, do any of you guys think that one of your old designs from the first REDD batch seem more applicable than the second batch?",0,0,0,0,0,0,0,0,1,1
1173,1173,1173,devin c,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/22/2013 9:59,14,1,Second,36,@Justin Kim: That's what I was attempting to initiate.,0,0,0,0,0,0,0,0,1,1
1174,1174,1174,devin c,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/22/2013 10:00,14,1,Second,36,"@Justin Kim: Oh, right.",0,0,0,0,0,0,0,0,1,1
1175,1175,1175,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/22/2013 10:01,14,1,Second,36,"I had a prototype using Aluminum, NiCd, Pneumatic, Piezoelectric, and ROM 4 which gave 528 payload, 254 agility, 6.85 recharge, 12740 cost, and 197 safety.  I think that one should be considered with our latest batch",0,0,0,0,1,0,0,0,0,1
1176,1176,1176,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/22/2013 10:02,14,1,Second,36,Which actuator does everything think worked best?,0,0,0,0,0,0,0,0,1,1
1177,1177,1177,robert z,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/22/2013 10:02,14,1,Second,36,Pneumatic or electric seemed to be best to me as they are average and have decent numbers in each field with some strengths.,0,0,0,0,0,0,1,0,0,1
1178,1178,1178,devin c,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/22/2013 10:03,14,1,Second,36,@Jimmy: We just have to be willing to sacrifice recharge interval,0,0,1,0,0,0,0,0,0,1
1179,1179,1179,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/22/2013 10:03,14,1,Second,36,"Although the series elastic actuator also had good values, and low safety numbers",0,0,0,0,0,0,0,1,0,1
1180,1180,1180,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/22/2013 10:03,14,1,Second,36,I'm thinking that the electric actuator prototype worked the best because it had a good payload along with agility,0,0,0,0,0,0,1,0,0,1
1181,1181,1181,peter s,FirstGame,4,4,1,Low.Pre,Pos.Change,Pos.Change,10/22/2013 10:03,14,1,Second,36,I agree. I think electric was one of the best,0,0,0,0,0,0,1,0,0,1
1182,1182,1182,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/22/2013 10:04,14,1,Second,36,I had on with aluminum electric with ROM 4 that had 528 payload 290 agility and 6.16 recharge interval its cost was 13115 and safety 191,0,0,0,0,0,0,1,0,0,1
1183,1183,1183,akash v,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/22/2013 10:05,14,1,Second,36,I thought electric but I didn't series elastic was that bad either if we want more payload,0,0,0,0,0,0,1,0,0,1
1184,1184,1184,devin c,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/22/2013 10:05,14,1,Second,36,Maybe what we should do is agree on which aspect is acceptable to lack.,0,0,0,0,0,0,0,0,1,1
1185,1185,1185,devin c,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/22/2013 10:05,14,1,Second,36,Since every design has some component that isn't very satisfactory.,0,0,0,0,0,0,0,0,1,1
